26.67	23.33	27.78	30.56	28.89	32.22	31.67	32.22	33.33	29.44	31.67	27.78
27.78	25.00	25.56	30.56	29.44	30.55555556	32.22	32.22	33.89	30.56	32.22	27.78
26.67	26.11	27.22	30.00	29.44	25.56	32.22	32.22	32.78	32.22	30.56	27.78
25.00	27.22	27.22	27.22	30.56	29.44	32.22	31.67	33.33	31.11	30.00	27.78
26.11	26.67	27.22	30.00	32.78	30.56	32.78	31.67	33.33	30.00	30.00	27.78
26.11	26.11	27.78	31.67	33.33	30.56	32.22	32.22	33.89	29.44	29.44	27.78
27.78	27.78	27.78	32.78	33.33	30.00	32.78	31.11	34.44	30.56	30.00	28.89
26.11	27.78	28.33	27.22	33.33	30.56	32.22	31.67	33.89	29.44	30.00	27.78
25.56	18.89	28.89	27.22	30.56	32.22	33.33	31.67	32.78	28.89	25.56	27.22
26.67	25.56	28.89	25.00	28.89	31.11	32.78	32.22	33.89	31.67	29.44	27.78
23.89	26.67	29.44	26.67	29.44	30.00	33.89	32.22	33.89	31.67	30.56	27.22
23.89	27.22	31.11	27.78	27.22	31.67	33.33	32.78	33.89	32.22	28.89	26.11
25.00	23.89	20.56	27.78	29.44	32.78	33.33	33.33	32.78	30.56	30.56	27.22
21.67	22.22	23.89	30.00	31.11	31.67	32.22	32.78	30.56	30.56	30.00	27.22
23.33	24.44	26.11	27.78	30.56	31.67	30.56	33.33	31.67	31.67	30.00	28.33
25.00	26.11	28.89	28.89	30.56	32.22	30.56	33.33	31.11	31.11	30.56	26.67
23.33	26.67	27.78	29.44	31.11	32.22	32.78	35.56	32.78	30.56	26.67	26.11
20.56	28.33	29.44	30.00	32.22	32.22	32.22	35.56	31.11	31.67	26.11	26.67
23.89	29.44	29.44	31.11	31.67	32.78	32.22	33.89	31.11	24.44	26.67	25.56
27.22	25.56	29.44	27.78	31.67	31.67	32.22	33.89	33.33	26.67	25.56	26.67
27.22	26.11	26.11	28.33	31.11	30.56	32.22	33.89	33.33	27.78	25.00	26.67
25.56	27.78	27.22	28.33	31.11	30.00	32.22	33.89	34.44	29.44	28.89	29.44
17.78	27.78	29.44	28.89	31.11	31.11	32.22	33.33	34.44	30.00	30.00	27.78
17.78	27.78	30.00	28.89	30.56	32.22	32.22	33.89	32.78	29.44	30.00	13.33
22.78	27.78	25.56	28.33	30.56	31.67	31.67	33.89	31.67	30.56	30.56	10.00
27.22	27.22	26.11	28.89	30.00	31.67	30.00	33.89	31.11	30.00	30.56	13.33
26.67	28.33	27.22	28.89	31.67	32.22	31.67	32.78	28.33	30.56	31.11	22.78
23.33	28.89	28.33	31.11	31.11	31.11	32.22	32.22	30.00	30.56	31.11	24.44
18.89		28.89	28.89	31.11	32.78	32.22	31.67	30.00	30.56	28.89	26.11
16.11		28.33	28.33	30.56	31.67	31.67	33.33	28.89	30.56	29.44	27.78
21.11		28.89		29.44		32.78	32.22		30.56		28.33
